16,59.187541007995605,507.42399999999975
1536,114.47275000810623,2607.6720000000005
2048,115.0898329615593,4707.848
2560,123.62679100036621,7348.192000000001
3072,131.81466698646545,9956.92
3584,143.40562504529953,13643.776
3968,159.6919999718666,16253.752
64,59.27391701936722,507.42399999999975
128,63.58420795202255,507.42399999999975
256,68.338250041008,507.42399999999975
384,74.93183296918869,507.42399999999975
512,87.06579196453094,507.424
768,104.0727910399437,1049.6
1024,108.4113330245018,1555.976
1280,120.44779199361801,2100.248
